491 28
688 2
564 1
407 0
311 2
1210 1
1104 3
1002 4
865 2
428 6
893 0
447 5
602 0
565 1
551 2
514 1
337 1
970 6
786 4
241 0
1008 2
1008 21
1183 5
1182 12
136 3
1091 23
846 4
1021 10
437 4
428 12
379 2
344 1
765 5
619 1
1230 23
1055 4
1022 6
1230 16
887 12
708 5
1230 5
1230 21
1230 18
1230 7
1230 8
1230 7
1229 9
1230 18
1229 18
1229 6
1228 15
1228 6
1230 14
1230 16
1228 6
1228 8
1227 12
1226 13
40 0
345 4
1192 13
1192 15
1192 25
820 6
681 7
623 2
603 3
583 7
565 3
562 6
267 0
186 2
816 10
328 0
317 3
959 1
994 27
595 0
372 0
889 1
149 2
527 8
1013 0
829 2
350 1
119 8
76 -2
667 2
631 1
763 6
933 5
1225 49
1225 16
1195 4
1186 11
1225 11
1225 24
1225 2
416 1
1225 5
1225 12
1224 28
1225 10
1225 63
1225 9
1225 14
234 0
234 3
1221 10
1219 17
1218 38
1232 5
140 1
123 5
92 5
60 0
1232 13
1232 2
1232 7
1232 6
797 6
1232 4
1232 7
1232 6
1232 8
1232 3
717 7
1232 24
1232 3
1232 1
604 4
1232 6
1232 -3
528 3
1232 6
1231 21
1231 7
1231 18
1231 16
1231 1
553 4
257 3
887 8
194 3
623 14
407 3
403 4
372 7
1126 10
303 3
272 1
259 1
155 1
56 1
15 1
249 4
866 1
712 0
667 6
1051 8
1420 3
857 4
799 11
647 5
426 6
1313 4
678 12
1222 2
1359 7
1039 3
1030 2
390 2
243 2
209 0
114 0
100 2
14 0
946 2
826 37
1606 115
317 18
275 -14
219 0
11 -6
1606 22
1606 5
1607 10
1606 2
1369 25
1349 5
1606 15
1606 4
1606 15
1282 3
1254 14
1606 29
1607 45
1605 1
1605 8
1605 11
1607 6
1605 671
906 7
1607 34
834 7
817 4
1261 1
984 10
67 8
419 6
175 0
169 1
1224 17
1224 15
1224 33
1224 37
1203 -4
1203 38
1224 7
1224 -6
1223 11
1223 13
1222 11
1026 3
1221 23
1220 7
1219 12
876 5
358 2
337 2
268 3
193 0
193 15
167 12
613 5
519 1
251 6
197 6
475 3
122 6
42 7
1124 14
950 7
636 4
515 18
495 14
855 15
693 7
582 3
522 0
819 2
790 8
1386 1
1666 14
1147 3
1666 1
1666 8
967 0
904 3
1666 7
1666 40
1666 34
1666 12
1666 4
1666 4
1665 5
33 2
33 7
1665 3
1665 4
1446 3
1665 10
791 1
28 0
1014 0
948 1
519 3
141 1
924 8
330 0
330 96
1280 1
1280 45
289 4
289 690
401 0
126 0
1937 62
1937 74
1936 26
1936 66
880 1
1936 13
1936 10
1935 7
1935 4
1935 44
625 3
462 13
285 0
149 4
75 0
1389 7
1590 10
1590 1
1590 6
1040 4
1590 7
995 1
940 1
367 0
1590 8
1590 2
1590 4
1590 7
1590 42
101 6
483 3
333 7
901 7
781 1
1163 1
857 6
847 6
1234 1
1239 4
1239 1
1239 3
1239 3
862 1
1239 18
1239 48
1239 24
1239 4
1239 14
1239 8
371 2
1239 14
199 1
1239 26
1239 3
1239 5
1239 5
1239 33
1238 6
1238 2
1098 0
1231 5
1231 19
741 2
693 3
1231 2
1231 8
1231 3
366 1
1124 -1
188 0
1230 4
138 1
1230 3
1230 17
1230 15
1230 26
1230 8
1231 5
1227 4
1227 3
1050 1
1226 5
1225 10
1231 9
1225 7
1014 1
1224 1
147 0
141 1
888 1
255 0
1020 17
336 3
13 2
